targetId,comparatorId,outcomeIds,excludedCovariateConceptIds,includedCovariateConceptIds
88,89,90;91,907013;1331235;1310756;1341927;974166;978555;1340128;1308216;1334456;1373225;1342439;1395058;1335471;1363749,
